"wages,num_children,pre_tax_deductions,itemized_deductions,raise_percent,months_elapsed,pay_frequency_biweekly,pay_frequency_monthly,pay_frequency_weekly,adjusted_wages,tax,target_with_noise,target_tax_bracket"
"124856,4,3610,1,14.634494731284258,12,True,False,False,139518.04474169228,11859.206711253844,1661.4435793353823,13951.804474169228"
"149101,2,9884,0,12.812711856051733,6,True,False,False,158320.8815044917,731.3661128368767,8665.670520359336,15832.08815044917"
"33748,2,6894,1,8.318878091637101,5,False,True,False,29661.454978365684,-8609.284063852145,-3127.083601730745,2966.1454978365687"
"127504,1,13467,1,15.181378785167514,6,False,True,False,133393.86520624,-5452.435109532,7171.5092164992,13339.386520624"
"128098,3,16489,0,12.192620233138038,10,False,False,True,127227.50266624516,-1524.4371667193554,4178.200213299613,12722.750266624516"
"43545,0,9873,0,17.92081599314438,1,False,True,False,41475.61932421471,-9231.142258447317,3318.0495459371773,4147.561932421471"
"96199,4,12289,1,16.36053498277386,7,False,False,True,99648.67104807863,-8494.45378329312,-1528.1063161537095,9964.867104807863"
"64766,1,12208,0,5.056272121784011,9,False,True,False,55832.74520239464,-5553.416164730604,2466.6196161915714,5583.274520239464"
"103530,0,10828,0,5.428771552684005,2,True,False,False,98322.40718849374,-8099.239820287657,7865.792575079499,9832.240718849374"
"123557,1,2137,0,2.5071295158477125,10,False,False,True,124517.73401589596,12694.841751986994,7961.418721271677,12451.773401589597"
"91087,2,19914,0,6.73929451434913,5,False,False,True,77311.6211942852,-15837.398675357175,2184.9296955428154,7731.16211942852"
"125839,4,1286,1,19.99087837438189,10,False,False,True,149709.32143753843,11588.4151796923,2476.745715003075,14970.932143753844"
"146183,0,15710,0,8.11502337230122,4,False,True,False,142335.78461633108,-7807.710769183446,11386.862769306486,14233.578461633108"
"98840,0,11371,0,4.409768693782128,6,True,False,False,91827.61537693426,-3631.1038467299313,7346.209230154741,9182.761537693426"
"148451,0,15945,0,15.24965768951106,6,False,False,True,155144.26933665606,-3113.3047997507965,12411.541546932485,15514.426933665607"
"84384,0,7052,0,10.84942006925312,11,False,False,True,86487.17463123855,5809.636511795301,6918.973970499084,8648.717463123856"
"81005,0,3654,0,2.9920289905390507,2,False,False,True,79774.69308378616,-1568.2826729053463,6381.975446702892,7977.469308378616"
"76576,1,18743,0,7.613793623217315,2,False,False,True,63663.3386049149,-17682.841534877127,3093.0670883931916,6366.33386049149"
"69353,4,15600,0,8.289394310786866,4,True,False,False,59501.94363636001,-15844.902818182,-3239.844509091199,5950.194363636001"
"92003,2,8636,0,15.076594011384373,1,False,True,False,97237.91878829396,-9312.576015146326,3779.033503063517,9723.791878829396"
"113211,2,6441,1,0.4134273778380892,9,True,False,False,107238.04526872428,2347.8925927314813,3079.043621497942,10723.804526872429"
"82733,2,9667,0,5.38039293596621,7,False,False,True,77517.36048771293,-4038.36845732512,2201.388839017034,7751.736048771293"
"95318,2,12149,1,10.35192602631044,12,True,False,False,93036.24884975857,-371.2126725362141,1942.8999079806863,9303.624884975858"
"139953,1,1798,0,5.376934849056867,7,False,False,True,145680.18162930055,10106.340892563798,9654.414530344044,14568.018162930057"
"119474,3,9600,0,12.568680948379978,3,False,True,False,124890.30587626749,-7556.613529639969,3991.2244701013988,12489.03058762675"
"53664,4,5495,0,9.637349585492332,11,False,True,False,53340.78728155861,-1405.0792487856916,-3732.7370174753114,5334.078728155861"
"97172,0,9900,0,7.234205097191612,12,False,True,False,94301.62177704304,5730.243266556456,7544.129742163444,9430.162177704304"
"115616,3,13673,1,18.984172537410245,3,False,False,True,123891.74092085223,-13514.32221546804,2411.339273668178,12389.174092085224"
"123264,2,11130,0,12.643189983729147,1,True,False,False,127718.5017015439,-11394.393728730702,6217.480136123511,12771.85017015439"
"145386,3,15222,0,2.5988274453588245,3,False,True,False,133942.33126970936,-12628.3375773859,4715.38650157675,13394.233126970938"
"56736,4,1300,1,11.20183394886791,3,False,False,True,61791.4725092297,-4934.069780903887,-4556.682199261624,6179.147250922971"
"124209,0,9435,1,15.61463706401802,4,False,False,True,134168.78455084615,-4254.810772457693,9233.502764067693,13416.878455084616"
"133041,0,19481,0,14.169793949855949,4,True,False,False,132411.63556882786,-11886.368221558609,10592.93084550623,13241.163556882786"
"142859,4,4616,1,3.441784585905188,3,False,True,False,143159.8990415783,-5074.403785940815,1952.7919233262637,14315.98990415783"
"142181,4,16393,1,19.448399980802066,10,False,False,True,153439.9295767042,-1163.883802911976,2775.194366136335,15343.99295767042"
"30854,2,10617,1,8.97627291493212,12,True,False,False,23006.53924517316,-9573.469113224026,-3659.476860386147,2300.653924517316"
"120084,0,5752,0,3.180500074805226,8,False,True,False,118151.27170982909,6638.327170982908,9452.101736786328,11815.127170982909"
"68623,3,9852,0,3.6039150825629584,8,True,False,False,61244.11464710717,-5742.388535289283,-1100.470828231426,6124.411464710717"
"37392,1,6295,0,1.96469984378161,1,True,False,False,31831.640565586815,-6818.416992930165,546.5312452469452,3183.1640565586818"
"85680,1,17456,1,16.070362168698686,7,False,False,True,81993.08630614103,-11754.20494821266,3059.446904491283,8199.308630614103"
"76717,4,3225,0,2.440609886436973,11,False,False,True,75364.36268657785,3581.037369404454,-1970.8509850737719,7536.436268657785"
"149937,2,1316,1,2.5025051428349387,2,False,False,True,152373.18113601243,-1473.7704715996897,6689.8544908809945,15237.318113601243"
"117092,1,12337,0,17.009432295216754,1,True,False,False,124671.68446311518,-11624.39144421106,7973.734757049215,12467.168446311518"
"80859,0,6807,0,6.892081688951192,3,False,False,True,79624.86833286904,-3565.804937517411,6369.989466629523,7962.486833286905"
"134095,4,3683,1,0.617158086161449,4,True,False,False,131239.5781356382,-2936.8710932180893,999.1662508510562,13123.957813563822"
"56309,3,7227,0,1.0379059903682175,6,True,False,False,49666.434484116435,-5959.992413691268,-2026.6852412706853,4966.6434484116435"
"117455,4,3273,1,2.843408934077911,10,False,False,True,117521.72596352121,5826.3407454401495,-98.26192291830375,11752.172596352122"
"93734,3,145,1,4.267866959513791,5,False,True,False,97589.44241583066,963.4026509894164,307.15539326645376,9758.944241583067"
"100467,4,5010,0,13.302923884768107,4,False,True,False,108822.04853930997,-3318.397573034502,705.7638831447966,10882.204853930998"
"82662,4,16035,1,3.146525600036565,8,False,True,False,69227.98099150222,-13508.70190084978,-3961.7615206798228,6922.798099150223"
"128506,4,3040,0,2.37748782354144,11,True,False,False,128521.21450252016,11049.666994096522,2281.697160201613,12852.121450252016"
"139751,3,9654,0,15.294382829525585,12,True,False,False,151471.05294809028,11514.757942213542,6117.684235847222,15147.10529480903"
"148906,3,16866,1,13.421105677198288,4,True,False,False,152024.83161968886,-13421.458419015558,4661.98652957511,15202.483161968887"
"42688,4,19563,0,8.706484429104723,10,False,False,True,26841.62407309623,-17762.42199086297,-5852.670074152302,2684.162407309623"
"55342,1,17633,1,10.98619542960208,12,True,False,False,43788.980274650385,-11419.702958802443,3.1184219720307738,4378.8980274650385"
"67157,2,17014,0,6.23968040652837,2,False,False,True,54333.38217061227,-17230.315445734694,346.6705736489812,5433.338217061228"
"97863,2,14996,0,9.650008404707211,3,False,False,True,92310.78772509863,-12971.9954603088,3384.863018007891,9231.078772509863"
"136308,2,16336,0,10.133452979654916,6,False,True,False,133784.70708750802,-7076.946968436898,6702.776567000643,13378.470708750803"
"82083,3,8853,0,7.744745423561918,8,False,True,False,79587.11938602233,-3008.9880613977675,366.96955088178674,7958.711938602233"
"136081,3,11695,0,18.131444213443256,8,False,True,False,149059.45060009573,1380.4450600095734,5924.756048007659,14905.945060009573"
"95733,1,2852,1,0.3212372996201229,11,False,False,True,93188.53010404533,7353.572889306233,3955.0824083236266,9318.853010404533"
"119045,2,16014,1,15.643425261824923,9,False,False,True,121653.71560293948,-4526.381994669309,4232.29724823516,12165.371560293948"
"64698,2,987,1,2.4876566248264864,7,False,False,True,65320.46408313024,814.9031072738962,-274.3628733495807,6532.046408313025"
"140078,4,7622,1,15.950947210743989,2,True,False,False,154799.76783386598,-9561.455804153353,2883.981426709279,15479.976783386599"
"110623,3,9160,1,12.318238313534424,8,False,False,True,115089.80476958118,-1735.0195230418813,1707.1843815664943,11508.980476958119"
"52671,2,17484,1,16.865561818728047,7,False,True,False,44070.26006554225,-16098.002244265052,-1974.37919475662,4407.026006554225"
"55184,1,6652,0,1.9502865128179487,8,False,True,False,49608.246109233456,-2025.9753890766544,1968.6596887386768,4960.824610923346"
"123384,1,7421,0,11.17961268199548,12,False,False,True,129756.8533115533,12155.677996732997,8380.548264924264,12975.685331155331"
"72107,2,769,1,10.02175760524394,3,False,False,True,78564.38875641325,-1793.9979216345032,785.1511005130596,7856.438875641325"
"116202,3,17727,1,14.123863659267172,7,False,True,False,114887.21204934164,-11123.256445682606,1690.9769639473325,11488.721204934165"
"139893,1,14114,0,10.685811037873515,10,False,False,True,140727.7016352124,4241.212704401551,9258.216130816993,14072.770163521242"
"81663,4,4358,0,10.814691342662083,9,False,True,False,86136.60139115814,1822.642656505292,-1109.071888707349,8613.660139115815"
"45708,1,11543,0,8.591918871521294,3,True,False,False,38092.19427779495,-10681.68021458269,1047.3755422235963,3809.219427779495"
"121906,0,18733,1,6.176688480146817,10,False,True,False,110702.75385860777,-4553.5307676740285,7356.220308688622,11070.275385860778"
"79811,0,5699,1,9.645287225043845,6,True,False,False,81810.00018717974,-1135.8249859615207,5044.800014974379,8181.000018717975"
"32811,3,17625,1,2.369847175368012,2,False,False,True,15963.570556710001,-21785.28573608225,-6222.9143554632,1596.3570556710001"
"86250,2,1125,0,19.230266779661697,2,False,False,True,101711.1050974582,-554.0973725635449,4136.888407796657,10171.11050974582"
"142547,3,10793,0,14.288215272531966,5,True,False,False,152121.42222453613,-3610.8486109664937,6169.71377796289,15212.142222453615"
"102082,3,6764,1,19.049342333756936,5,False,False,True,114763.94964114577,-4168.503147428391,1681.1159712916615,11476.394964114577"
"64754,3,12323,1,4.534547646599265,7,True,False,False,55367.30098307888,-11400.098663980598,-3070.6159213536894,5536.7300983078885"
"125742,3,13031,0,17.58682040353056,12,False,False,True,134825.0197118074,6147.402956771108,4786.001576944593,13482.50197118074"
"136642,4,14052,0,16.175799691270768,2,False,True,False,144692.9362141462,-14083.376594646346,3575.434897131696,14469.293621414621"
"41411,4,12640,0,13.543048249153474,11,False,False,True,34379.31171045694,-10174.84463981217,-5249.655063163445,3437.931171045694"
"32911,1,7843,0,12.500583721704114,7,False,True,False,29182.067108650037,-5603.306627993123,334.5653686920032,2918.206710865004"
"97270,0,14210,1,6.330993305357399,5,False,True,False,89218.15718812114,-9745.740175742429,5637.452575049691,8921.815718812115"
"113763,3,16456,0,16.328215699300614,6,True,False,False,115882.46802599536,-9530.614898050348,3270.5974420796283,11588.246802599537"
"38680,1,10106,0,10.030309229594677,8,False,False,True,32453.72361000722,-6850.027638999278,596.2978888005778,3245.372361000722"
"114896,0,5189,0,1.4178315178257073,10,True,False,False,111336.03170072103,9376.628962590128,8906.882536057683,11133.603170072103"
"113879,2,2472,1,6.2572632171026,12,False,False,True,118532.70877900427,11678.70631685064,3982.6167023203416,11853.270877900428"
"101295,4,17091,1,18.70594197090655,4,False,True,False,103152.1839194298,-17078.84080402851,-1247.8252864456172,10315.21839194298"
"118614,0,18188,0,17.013605212096927,7,False,True,False,120606.51768627664,-6043.479702450795,9648.521414902132,12060.651768627664"
"130689,2,6704,0,19.638113961530784,6,False,False,True,149649.85475518496,3022.539106638871,7971.988380414798,14964.985475518497"
"41111,0,3713,0,12.559867652081962,10,False,False,True,42561.48719044742,2071.3108988059275,3404.918975235794,4256.148719044742"
"67504,4,5051,1,4.95020146280824,2,True,False,False,65794.58399545407,-9279.860400113648,-4236.433280363674,6579.458399545408"
"31802,4,10756,1,3.2563009935372755,8,False,False,True,22081.56884196472,-13472.243115803529,-7733.474492642823,2208.156884196472"
"38155,1,2475,1,3.7382888121692326,10,False,False,True,37106.34409628317,-527.3319879646051,-531.4924722973465,3710.634409628317"
"103656,3,3610,0,0.3959131669450877,9,False,False,True,100456.3877523286,5097.468622136968,2036.511020186289,10045.638775232861"
"69384,0,4255,1,7.813642219718783,5,True,False,False,70550.41751772969,-1579.6614051418946,4144.0334014183745,7055.041751772969"
"142561,0,14484,0,3.82855360999085,10,False,False,True,133535.02431193908,4018.378038992381,10682.801944955127,13353.502431193909"
"77254,2,1735,0,8.23310920913405,4,False,True,False,81879.40618842441,445.72030942122,2550.352495073953,8187.940618842442"
"51918,4,8258,0,18.69988863677531,6,True,False,False,53368.608182441,-7636.004386316925,-3730.5113454047196,5336.8608182441"
"115981,0,7979,1,8.6108041901438,8,True,False,False,117988.89680777068,2617.7896807770667,7939.111744621654,11798.889680777069"
"90713,4,2428,0,17.559689939696696,11,False,True,False,104213.92153499706,8235.264211062098,337.1137227997642,10421.392153499706"
"60306,0,12345,1,12.11009533231753,3,False,True,False,55264.1140911074,-11809.658221583471,2921.129127288593,5526.41140911074"
"46646,1,7426,1,4.942631093227838,10,False,True,False,41525.53969974705,-4307.057537531619,-177.95682402023567,4152.553969974705"
"76843,3,8533,0,7.117095185184228,11,False,False,True,73778.98945315111,-215.1014501917216,-97.68084374791124,7377.898945315112"
"126601,0,5249,0,1.6783907164285885,11,False,True,False,123476.85943090577,12450.805671749542,9878.148754472462,12347.685943090577"
"120735,4,19201,1,6.66925187192021,1,False,False,True,109586.12124756286,-23591.160984405466,-733.1103001949705,10958.612124756286"
"137512,1,9686,0,13.550818910070682,4,True,False,False,146460.0020996164,-2878.69989501918,9716.800167969312,14646.00020996164"
"46371,0,14109,1,1.4422218585887037,4,True,False,False,32930.772698046174,-13757.011365097693,1134.4618158436938,3293.0772698046176"
"107371,2,661,0,4.108028169560587,1,False,True,False,111120.8309259389,-1263.7271134257635,4889.666474075113,11112.083092593892"
"141472,3,12075,1,7.62882082826623,9,False,False,True,140189.6454021648,54.77260774353999,3715.1716321731856,14018.964540216482"
"32049,0,14788,1,19.64099074031925,3,False,True,False,23555.74112236491,-15350.109707911315,384.4592897891928,2355.574112236491"
"61616,1,10060,1,15.697236459177605,5,False,True,False,61228.00921668687,-8604.49942395707,1398.2407373349497,6122.800921668688"
"133727,2,15836,1,14.669734929842075,6,False,False,True,137508.3964296299,-8335.170267777758,5500.671714370394,13750.839642962992"
"142893,1,10526,0,2.3238191305089195,8,False,True,False,135687.5748701581,3095.35748701581,8855.005989612648,13568.757487015811"
"50932,1,3374,0,15.61991787229983,6,True,False,False,55513.536570719756,42.56524280398117,2441.0829256575807,5551.353657071976"
"147796,2,207,1,15.705376230320304,3,False,True,False,170800.9178533642,2205.7969195011574,8164.073428269136,17080.09178533642"
"59855,1,2665,1,12.022053912486566,6,False,False,True,64385.80036931884,-636.1899723010874,1650.864029545507,6438.580036931884"
"91434,2,18877,0,19.80723563996744,1,False,False,True,90667.54783504784,-19507.693152061904,3253.4038268038275,9066.754783504784"
"102694,0,632,0,6.505078118491039,4,True,False,False,108742.32492300318,4836.716246150158,8699.385993840255,10874.232492300318"
"73016,2,3083,0,18.825448964837037,6,False,False,True,83678.58981616542,1424.1192362124066,2694.287185293234,8367.858981616542"
"37400,2,13711,0,18.294622299130072,7,False,False,True,30531.188739874648,-11839.808485260968,-1557.5049008100282,3053.118873987465"
"147858,3,10123,0,0.2296131949875568,11,True,False,False,138074.5014778447,7254.156453203646,5045.9601182275765,13807.45014778447"
"72642,2,7123,0,9.00233052949622,11,False,True,False,72058.47294323664,1764.4525296950396,1764.6778354589314,7205.847294323665"
"45151,2,10754,1,19.542084661031467,10,True,False,False,43220.44664530232,-8007.19416933721,-2042.3642683758144,4322.044664530232"
"81407,0,1679,0,2.062427248161516,3,False,True,False,81406.96014991085,1436.7235056216568,6512.5568119928685,8140.696014991086"
"96690,3,15901,0,10.955693887666389,9,True,False,False,91382.06041998464,-6831.655702751728,1310.5648335987717,9138.206041998465"
"34499,4,236,1,19.57915014082208,12,False,True,False,41017.61100708221,-47.95834893766824,-6218.591119433423,4101.761100708221"
"36295,0,7446,0,11.109908482117204,12,True,False,False,32881.34128358444,-1396.898807462334,2630.5073026867553,3288.1341283584443"
"89040,0,4443,0,3.79630605944312,7,False,True,False,87977.23091532815,3643.770205091213,7038.178473226252,8797.723091532816"
"42183,4,15463,0,11.643664601851796,1,True,False,False,31631.647038999145,-18874.31691201251,-5469.468236880068,3163.1647038999145"
"59299,2,8555,0,4.088811478990937,2,False,True,False,53168.624318926835,-9011.90939202683,253.4899455141467,5316.862431892684"
"42874,1,18752,0,10.394085257889683,1,True,False,False,28578.36011346762,-19160.37049858165,286.2688090774095,2857.8360113467625"
"146336,3,16669,1,1.48084435824696,11,False,False,True,131834.00840008428,-1249.8363449884127,3046.7206720067425,13183.400840008428"
"62711,1,148,0,12.109653384288093,9,False,True,False,70157.0847338209,6761.322032554851,3612.566778705672,7015.70847338209"
"35539,4,13395,1,10.335798782563163,9,True,False,False,25817.239529335122,-14983.6230529498,-7434.62083765319,2581.7239529335125"
"137941,0,4895,1,14.803227375229262,7,False,True,False,153465.719873665,6961.562988945687,10777.2575898932,15346.5719873665"
"83351,0,17396,0,12.6140094231757,10,False,True,False,76468.90299431118,-5662.887125711102,6117.512239544894,7646.890299431118"
"91267,3,11023,1,10.992125370615131,3,True,False,False,90276.18306199931,-12224.280635175026,-277.9053550400549,9027.61830619993"
"78354,0,10699,0,13.795576984962423,5,False,True,False,78464.38639079746,-5126.288350575159,6277.150911263797,7846.438639079746"
"32557,0,9715,1,2.878838271444617,4,True,False,False,23779.26337603422,-10040.28683119829,402.3410700827378,2377.9263376034223"
"68360,3,19169,1,11.90719322517208,7,False,False,True,57330.75728872763,-17475.27123723633,-2913.539416901789,5733.075728872764"
"112018,3,16163,0,3.4422120564555536,9,False,True,False,99710.89710140039,-6127.186576092456,1976.8717681120315,9971.08971014004"
"32200,4,5782,0,18.510444157037615,12,False,False,True,32378.363018566117,-4057.945547215083,-5409.73095851471,3237.836301856612"
"142476,0,18792,0,1.366682096912084,2,False,True,False,125631.19398439646,-15181.420150390088,10050.495518751717,12563.119398439647"
"98497,0,16724,0,8.607494993815866,8,False,True,False,90251.1243440588,-6026.48756559412,7220.089947524704,9025.11243440588"
"76975,4,2817,0,13.915949553108897,9,False,True,False,84869.80216850557,3047.7652439568774,-1210.4158265195538,8486.980216850558"
"51357,2,15096,1,9.160444233365174,10,True,False,False,40965.52934492935,-12088.30883188383,-2222.7576524056517,4096.5529344929355"
"149121,2,18880,1,1.841905064658047,10,False,False,True,132987.66725146872,-3896.5415935664096,5139.013380117498,13298.766725146874"
"107505,2,5299,1,11.067580322534148,9,False,True,False,114104.20222574033,4133.860250395786,3628.336178059226,11410.420222574034"
"32869,4,9917,1,12.832638176547093,10,True,False,False,27169.959842249264,-11281.130019718845,-7326.403212620059,2716.9959842249264"
"91135,0,18073,1,14.075846219810153,7,False,True,False,85890.02245242397,-10976.2355354129,5371.201796193918,8589.002245242398"
"80108,4,3267,1,7.465196289255179,9,True,False,False,82821.21944339653,417.9246873821103,-2874.302444528277,8282.121944339653"
"142296,4,4406,1,11.273199420575244,9,False,True,False,153931.31184750175,7406.947582843946,2814.50494780014,15393.131184750177"
"124179,2,17826,0,9.013729498778265,3,False,False,True,117546.15915428786,-14749.544031714206,5403.692732343028,11754.615915428787"
"120272,1,10382,0,13.441120775045068,4,False,False,True,126055.9047785622,-4560.104761071891,8084.4723822849755,12605.59047785622"
"68467,0,4437,1,11.671139346496371,2,False,True,False,72020.87897636567,-4525.553025590858,4261.6703181092535,7202.0878976365675"
"53328,2,5435,1,10.515124391182695,10,True,False,False,53500.50553532991,-2068.061808083761,-1219.9595571736072,5350.050553532991"
"149181,1,4107,0,4.990487336764973,3,False,True,False,152518.85891385935,766.4697092697252,10201.508713108748,15251.885891385937"
"121412,1,560,0,0.0403703549646783,11,True,False,False,120901.0144553697,15140.88948761333,7672.081156429576,12090.101445536971"
"116831,3,12329,0,3.4816335062285853,11,False,True,False,108569.62724166192,1294.5612457285133,2685.5701793329536,10856.962724166193"
"33987,0,1826,0,2.341320828483373,5,True,False,False,32956.74470997664,347.9215443735402,2636.5395767981313,3295.6744709976647"
"88871,1,11421,1,8.981694900218935,5,False,False,True,85432.12207477358,-8367.67987032665,3334.569765981886,8543.212207477358"
"52399,2,12265,0,12.245163015236892,6,False,True,False,46550.34296835397,-9853.849277373452,-275.97256253168234,4655.034296835397"
"76214,3,7629,1,4.261700173696164,7,False,False,True,71833.0121703808,-5676.073935091681,-1753.359026369536,7183.30121703808"
"129522,0,8325,1,18.781141919343742,7,False,False,True,145522.71063677242,3136.674680717586,10141.816850941794,14552.271063677243"
"116416,4,19522,1,0.1336425844777555,1,False,True,False,97049.5813511456,-24064.85523311068,-1736.0334919083516,9704.95813511456"
"100271,2,7693,0,15.446020303306858,2,False,True,False,108065.87901832882,-6799.02802454178,4645.270321466305,10806.587901832883"
"74064,1,8264,0,12.504095390608844,12,True,False,False,75061.03321010053,3234.75498151508,4004.882656808043,7506.103321010054"
"100091,1,12686,1,7.471096020953638,9,True,False,False,94882.89471833271,-3584.499344187572,4090.6315774666173,9488.289471833272"
"137450,2,13716,1,1.0097788882481584,10,False,False,True,125121.9410818971,-361.2573647628633,4509.755286551768,12512.19410818971"
"70818,1,6721,1,12.549731435685588,2,True,False,False,72984.46880812381,-7728.363279796905,2338.757504649905,7298.446880812382"
"75525,3,19362,0,7.71227025731296,6,True,False,False,61987.69211183561,-16260.77309161233,-1040.9846310531511,6198.769211183561"
"49830,0,7373,1,18.725342788264385,11,False,True,False,51787.838311392145,-1238.38473218358,2643.027064911372,5178.783831139215"
"47429,3,5907,0,10.839801497795316,11,True,False,False,46663.20945238934,-1678.596200296466,-2266.943243808853,4666.320945238934"
"36893,1,16127,1,18.793030225870165,1,False,False,True,27699.312641230288,-18579.171091984623,-1284.0549887015768,2769.931264123029"
"146381,4,5656,1,4.409673869466082,3,True,False,False,147179.92470686315,-5924.652823492632,2274.3939765490522,14717.992470686317"
"109909,0,8984,1,14.514518207282066,2,False,False,True,116877.76181644165,-7837.455954588959,7850.220945315332,11687.776181644165"
"77333,0,8286,0,12.344980416974511,3,False,True,False,78593.7437058589,-5028.009611030291,6287.499496468712,7859.374370585891"
"33436,2,5901,0,14.788164596626237,5,False,False,True,32479.570714527952,-5502.214330342003,-1401.6343428377636,3247.9570714527954"
"104290,2,4917,1,4.293357279450736,11,True,False,False,103850.54230673917,6038.537067176634,2808.0433845391344,10385.054230673917"
"106213,4,8429,0,13.299890324755474,10,False,True,False,111910.21251063253,2613.4015638290675,952.8170008506022,11191.021251063254"
"35895,0,14716,1,9.96080786113738,6,True,False,False,24754.43198175526,-13755.717601368357,480.35455854042084,2475.443198175526"
"49738,4,15795,0,14.856499498126324,9,False,True,False,41332.325720378074,-13368.175856457468,-4693.413942369754,4133.232572037808"
"60746,2,11138,0,6.540892883036356,12,False,True,False,53581.33079072927,-3430.10038139061,286.5064632583417,5358.133079072927"
"79377,2,2530,0,17.80114050930505,11,True,False,False,90977.01130207107,8327.214054034772,3278.1609041656857,9097.701130207108"
"78404,0,18344,1,1.6860262922270075,10,True,False,False,61381.912054157656,-10378.260993230291,3410.5529643326126,6138.191205415766"
"84045,3,17432,0,16.143786375823762,12,False,True,False,80181.04525956108,-5790.043211065839,414.48362076488684,8018.104525956109"
"127888,1,5772,0,17.226392516301814,12,False,True,False,144146.48886124807,15715.77332918721,9531.719108899846,14414.648886124807"
"69790,2,15476,1,16.345046227336425,4,True,False,False,65721.20776205808,-15416.139611897095,-242.30337903535292,6572.120776205808"
"137455,2,18913,1,10.25452788523552,7,False,False,True,132637.36130465046,-9652.343385843084,5110.988904372038,13263.736130465048"
"35600,3,15751,1,8.767699600615227,6,True,False,False,22970.301057819022,-17846.902420663573,-5662.375915374478,2297.0301057819024"
"124660,3,2964,1,19.925245730497537,2,False,True,False,146534.81132763825,-4226.529716809044,4222.78490621106,14653.481132763825"
"123179,4,7137,0,4.583439024283242,10,True,False,False,121687.83435572186,4966.104294465233,1735.026748457749,12168.783435572186"
"70764,4,17347,0,10.937519317520891,11,False,False,True,61156.82616985048,-10552.72390164556,-3107.4539064119617,6115.682616985048"
"104543,1,16920,0,13.41351050764651,11,True,False,False,101645.88629000887,-1617.1906351237794,6131.67090320071,10164.588629000888"
"75714,1,13891,0,14.01735271722864,11,False,True,False,72436.09843632249,-3021.023965005659,3794.8878749057985,7243.609843632249"
"86835,0,7340,0,4.080493314771574,8,True,False,False,83038.29636988191,1697.82963698819,6643.063709590553,8303.829636988192"
"132946,4,7967,1,13.079881846796024,7,False,True,False,142368.17972004146,-812.6717744963717,1889.454377603317,14236.817972004146"
"139616,2,12415,0,16.367391329626745,7,False,True,False,150052.49707877167,-199.0940056074778,8004.199766301734,15005.249707877168"
"135983,4,11871,0,1.0003715364222443,8,True,False,False,125472.33522637308,-2136.6664773626926,2037.7868181098456,12547.233522637309"
"103744,2,11916,0,18.23042586650633,12,False,True,False,110740.97301094834,4482.545951642249,4859.277840875868,11074.097301094835"
"86491,3,8734,1,0.5900811029041186,12,False,True,False,78267.36704671281,-683.7949429930795,-1238.6106362629753,7826.736704671282"
"48589,4,845,1,7.119420649767887,11,False,False,True,51203.255299515724,311.6351036834121,-5403.739576038742,5120.325529951573"
"73484,3,19420,0,0.3162639246592413,1,False,False,True,54296.4033823966,-21498.54495772004,-1656.2877294082718,5429.64033823966"
"112989,1,2494,1,1.5429033707916373,1,False,False,True,112238.31108962376,-4059.846111379703,5479.064887169901,11223.831108962377"
"66212,1,12677,1,18.22336570360158,8,False,False,True,65601.05489966868,-7849.194510033131,1748.0843919734953,6560.105489966869"
"73525,0,19103,1,7.0972166149229565,4,False,True,False,59640.22851612209,-17165.838574193895,3271.218281289767,5964.02285161221"
"77202,4,18268,1,8.495430608501058,5,True,False,False,65492.64233837499,-19032.959853851564,-4260.588612930001,6549.2642338375"
"62635,3,12330,1,4.306887627651053,8,False,True,False,53002.61906557924,-10796.738093442076,-3259.7904747536613,5300.261906557924"
"93208,2,5179,1,11.941915403734397,5,False,True,False,99159.82050951275,-2657.823718155453,2432.7856407610197,9915.982050951276"
"63828,1,6610,1,11.896064293555792,10,False,True,False,64811.01991729079,-682.3725103386514,1684.881593383263,6481.10199172908"
"48711,1,6430,0,7.444007836504385,4,True,False,False,45907.05065723965,-4813.147467138018,1672.5640525791719,4590.705065723965"
"33420,2,7154,0,6.660697436107967,12,False,False,True,28492.005083147284,-3807.099237527908,-1720.6395933482172,2849.2005083147287"
"126752,3,13828,1,17.699286163611756,6,False,True,False,135358.19919810118,-7639.0350601424125,3328.6559358480954,13535.81991981012"
"30301,3,10145,0,7.6656847928440275,12,False,True,False,22478.779149079666,-8251.43312763805,-4201.697668073626,2247.877914907967"
"75236,4,6488,0,9.870019843088166,5,False,False,True,76173.80812914582,-5321.636991928386,-1906.0953496683342,7617.380812914583"
"145294,4,3850,1,5.666095248498612,7,False,True,False,149676.49643035358,3583.5684376559384,2474.119714428287,14967.649643035358"
"147858,0,17073,0,15.735390067142546,10,True,False,False,154051.03304547563,4317.504130684454,12324.08264363805,15405.103304547563"
"96235,1,13564,1,7.948963137981833,7,False,True,False,90320.68467583682,-7474.09009086428,3725.6547740669457,9032.068467583682"
"84240,4,5078,1,10.27222093088649,4,False,True,False,87815.31891217877,-6433.334054391062,-2474.7744870256984,8781.531891217877"
"95726,3,12168,1,5.067143401193228,12,False,False,True,88408.57369222623,-2081.513946166064,-427.3141046219016,8840.857369222624"
"40492,2,5448,0,19.75319184682504,5,False,True,False,43042.4624426164,-4417.3460973364745,-556.6030045906878,4304.246244261641"
"145668,3,17563,0,5.829914818474458,3,False,True,False,136597.32031777536,-14781.987988083423,4927.78562542203,13659.732031777537"
